estimated_loc,complexity_score,timeline_days,team_size_required,domain_category,technical_risk_level,integration_count,seniority_required,regulatory_compliance,testing_coverage_pct,documentation_level,performance_tier,security_criticality,budget_pressure,maintainability_req,project_type,codebase_age_years,existing_test_coverage_pct,dependency_count,last_refactor_years,incident_rate_monthly,code_duplication_pct,technical_debt_score,documentation_quality,language_modernity,team_familiarity,target_team_label,profit_margin_pct
9591,Medium,92,4,Web,Critical,2,Mid,1,50.8,Standard,High,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,35.72
175572,Medium,142,4,Data,Critical,12,Senior,1,33.3,Comprehensive,Real-time,Medium,Moderate,High,1,13,25.1,88,9,7.35,52.2,Critical,Poor,Current,Medium,Human,10.46
160339,High,175,6,Web,Low,4,Senior,0,45.4,Comprehensive,High,Critical,Moderate,Medium,1,15,9.7,178,3,4.21,19.4,High,Standard,Legacy,Medium,Human,14.21
46554,Medium,116,5,Data,Critical,12,Architect,1,20.8,Standard,Standard,Critical,Moderate,High,1,14,39.3,122,5,7.6,36.1,High,Good,Modern,Medium,Human,9.85
2798,Low,7,2,Infrastructure,High,6,Mid,0,48.3,Standard,Standard,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,48.39
95919,Medium,97,3,Infrastructure,High,11,Mid,1,22.8,Standard,High,High,Flexible,Medium,1,18,30.6,128,6,19.21,50.8,Critical,Good,Legacy,High,Hybrid,15.66
118741,High,180,10,Data,Medium,5,Senior,1,90.0,Minimal,Standard,Medium,Moderate,High,1,12,75.5,243,3,3.28,22.7,Medium,Poor,Dated,Medium,Hybrid,20.1
21017,High,142,10,Data,Medium,3,Senior,0,80.4,Standard,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,31.86
32567,High,156,7,Infrastructure,High,7,Junior,0,78.2,Standard,Standard,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.78
62018,High,192,7,Data,Medium,3,Senior,0,73.3,Minimal,High,Critical,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,26.95
18321,Medium,96,6,Data,High,5,Architect,0,50.9,Comprehensive,Real-time,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,22.16
2694,Low,29,1,Data,High,1,Mid,1,26.9,Standard,Standard,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,49.6
84750,High,142,8,Data,Low,4,Senior,0,45.9,Standard,High,Medium,Flexible,Medium,1,1,61.6,41,1,6.24,16.6,Medium,Minimal,Current,Medium,Human,22.97
7657,Low,71,1,Web,Low,2,Senior,1,50.8,Comprehensive,Real-time,Medium,Tight,High,1,3,73.5,17,0,1.64,17.9,Low,Good,Dated,Medium,Hybrid,36.85
37298,Medium,103,3,Web,Medium,9,Senior,0,22.6,Comprehensive,Standard,High,Flexible,High,1,9,55.8,35,0,1.2,16.0,Low,Standard,Legacy,Medium,Human,26.1
57735,Medium,95,10,Web,High,11,Mid,1,43.5,Minimal,Real-time,High,Tight,High,1,9,69.7,82,4,6.34,17.0,Medium,Standard,Current,Medium,Human,27.99
262906,High,148,9,Data,Medium,5,Mid,1,59.4,Comprehensive,Standard,High,Flexible,Medium,1,12,33.0,30,6,20.0,32.2,High,Standard,Modern,High,Human,13.22
122869,High,191,8,Data,High,11,Senior,1,76.9,Standard,Real-time,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,25.23
78578,Medium,94,5,Data,Critical,12,Architect,1,47.6,Standard,High,High,Tight,High,1,8,27.3,80,8,1.49,34.2,High,Standard,Modern,High,Human,18.64
108355,Medium,91,6,Mobile,Critical,9,Mid,1,29.9,Standard,Standard,High,Tight,High,1,24,26.8,361,7,8.45,44.2,Critical,Poor,Legacy,Low,Human,18.19
81024,Medium,102,7,Infrastructure,High,10,Architect,0,46.3,Standard,High,Medium,Moderate,High,1,12,28.0,51,4,0.34,31.0,High,Good,Dated,Unfamiliar,Human,14.25
28235,High,145,10,Infrastructure,Low,1,Senior,0,75.4,Minimal,Real-time,Low,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,35.83
31349,Medium,111,8,Infrastructure,High,8,Architect,1,61.5,Standard,High,High,Flexible,Medium,1,16,25.5,165,6,2.9,37.4,High,Minimal,Legacy,Medium,Human,6.61
60153,Medium,144,4,Infrastructure,High,9,Architect,0,73.6,Standard,Real-time,Medium,Moderate,Low,1,6,78.7,89,4,2.25,34.6,Medium,Poor,Dated,Medium,Hybrid,17.18
25916,Medium,108,7,Mobile,Low,4,Architect,0,12.7,Minimal,Standard,Low,Tight,High,1,15,41.2,207,9,9.8,35.9,High,Poor,Modern,Medium,Hybrid,27.59
11069,Medium,80,5,Web,Medium,3,Mid,0,60.3,Minimal,High,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.66
12689,Medium,88,4,Security,High,9,Junior,1,86.7,Standard,High,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,49.62
17257,Medium,78,4,Web,Medium,3,Mid,0,31.4,Minimal,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.05
232331,High,161,10,Web,Medium,6,Junior,0,73.9,Minimal,High,Critical,Flexible,Medium,1,4,85.0,29,0,4.47,8.2,Low,Poor,Dated,Medium,Human,27.84
135080,Medium,72,6,Web,High,9,Architect,0,70.7,Standard,High,Medium,Flexible,Medium,1,12,63.9,64,5,12.24,27.2,Medium,Poor,Dated,Medium,Human,13.05
19627,Low,35,4,Web,Critical,16,Junior,0,9.8,Standard,Standard,Critical,Tight,Medium,1,4,57.9,27,1,0.69,6.3,Low,Good,Current,Medium,Human,52.62
13980,Medium,64,3,Data,Medium,3,Mid,0,58.7,Minimal,High,Medium,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,47.11
44499,High,164,7,Security,High,7,Mid,1,63.3,Minimal,Real-time,Critical,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,30.93
117410,High,221,10,Infrastructure,Critical,11,Junior,0,12.2,Standard,Standard,Medium,Tight,High,1,11,76.0,125,2,2.07,24.5,Medium,Poor,Current,High,Human,38.46
89046,Medium,140,6,Mobile,High,6,Mid,1,32.6,Comprehensive,High,Medium,Tight,High,1,17,62.7,82,5,1.87,44.7,High,Minimal,Modern,High,Human,28.55
73236,Medium,39,5,Web,Medium,8,Architect,0,72.1,Standard,Standard,High,Tight,Low,1,10,59.6,152,3,2.62,10.6,Medium,Minimal,Modern,Medium,Hybrid,23.81
285408,High,153,9,Data,High,8,Junior,0,77.7,Standard,Standard,Medium,Tight,Medium,1,14,16.9,196,9,17.93,41.2,High,Poor,Legacy,Medium,Human,26.89
228428,High,166,7,Security,Medium,7,Architect,1,32.5,Minimal,Real-time,High,Moderate,Low,1,8,63.7,69,0,0.54,14.6,Medium,Minimal,Modern,High,Human,15.1
98528,High,155,8,Mobile,Critical,18,Senior,0,49.2,Minimal,Real-time,Medium,Moderate,Medium,1,6,37.4,59,1,1.73,20.4,Low,Minimal,Modern,High,Human,22.52
29346,Medium,111,8,Data,Low,1,Architect,1,49.9,Standard,Standard,High,Moderate,Low,1,1,37.1,87,0,1.28,0.0,Low,Minimal,Current,Medium,Hybrid,26.29
136241,High,232,6,Data,Medium,9,Junior,0,45.3,Standard,High,High,Tight,Medium,1,4,71.2,153,5,4.15,16.0,Medium,Minimal,Modern,Medium,Hybrid,36.09
151680,High,131,7,Infrastructure,High,13,Architect,0,79.8,Standard,Standard,Critical,Tight,Medium,1,14,41.7,118,5,0.55,42.6,High,Poor,Dated,Unfamiliar,Human,7.85
354824,High,153,7,Mobile,High,7,Senior,0,60.5,Minimal,High,Critical,Flexible,Medium,1,18,46.3,78,8,2.76,26.1,High,Minimal,Legacy,High,Human,12.86
50371,High,181,8,Data,High,6,Senior,1,50.4,Standard,High,Critical,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,23.67
6005,Medium,66,4,Web,High,5,Mid,0,72.5,Standard,Standard,Critical,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,42.39
41770,Low,71,3,Security,Low,4,Mid,1,27.5,Minimal,High,Medium,Tight,High,1,20,57.4,147,1,1.25,12.8,High,Poor,Legacy,Medium,Human,40.22
24146,Medium,98,4,Data,Medium,3,Senior,1,72.6,Standard,High,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,30.88
2535,Low,7,1,Web,Medium,1,Senior,0,56.2,Minimal,Standard,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,51.94
1591,Low,58,1,Security,Medium,3,Junior,0,66.7,Standard,Standard,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,65.26
211044,High,135,7,Web,Medium,10,Senior,0,50.9,Standard,Real-time,Medium,Moderate,Medium,1,9,46.4,173,4,0.96,39.5,High,Poor,Modern,Low,Human,17.29
83032,Medium,76,7,Security,High,14,Junior,1,64.1,Standard,Standard,High,Tight,Medium,1,16,69.5,41,5,0.82,7.4,Medium,Minimal,Dated,Low,Human,38.16
44512,Medium,146,1,Infrastructure,Critical,15,Senior,1,51.2,Standard,High,Medium,Moderate,High,1,9,45.4,187,9,20.0,31.4,High,Minimal,Dated,Low,Human,12.67
17234,Medium,117,5,Web,High,4,Senior,0,64.1,Minimal,High,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.7
201819,High,129,8,Infrastructure,Medium,10,Mid,0,35.2,Standard,High,Medium,Moderate,Medium,1,12,68.5,64,3,3.39,29.6,Medium,Poor,Dated,Low,Human,25.73
15890,Medium,106,6,Security,Critical,12,Junior,1,57.1,Standard,Standard,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,44.64
94050,Medium,74,5,Mobile,Critical,11,Junior,1,59.0,Standard,Real-time,High,Tight,High,1,12,72.8,104,0,8.75,12.0,Medium,Minimal,Dated,High,Human,33.16
3660,Low,32,1,Infrastructure,High,7,Senior,1,28.4,Comprehensive,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.46
62736,Medium,117,6,Infrastructure,High,10,Senior,0,21.3,Comprehensive,Standard,Medium,Tight,Medium,1,15,33.7,122,6,2.65,26.6,High,Poor,Legacy,Medium,Human,25.36
188404,High,143,8,Security,Medium,6,Senior,1,86.5,Standard,High,High,Moderate,High,1,15,76.2,58,1,2.98,12.8,Medium,Poor,Dated,High,Hybrid,16.64
9778,Medium,89,5,Web,High,7,Mid,1,66.8,Standard,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.34
4472,Medium,95,4,Mobile,Medium,8,Mid,0,74.7,Standard,High,High,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,45.9
55905,Medium,127,5,Infrastructure,High,11,Senior,1,33.9,Comprehensive,High,Medium,Moderate,Medium,1,15,8.0,327,8,7.12,29.3,High,Minimal,Dated,Unfamiliar,Human,15.87
1071,Low,63,1,Web,High,7,Senior,0,63.3,Comprehensive,High,Critical,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.43
64880,Medium,118,5,Data,Medium,10,Senior,0,48.0,Standard,Standard,Medium,Moderate,Medium,1,19,53.5,144,5,1.35,27.2,High,Poor,Modern,Low,Human,29.03
19213,Medium,100,3,Data,Medium,2,Junior,0,54.9,Comprehensive,High,Medium,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,51.6
16421,Low,43,1,Infrastructure,High,8,Mid,0,45.9,Standard,High,Medium,Flexible,High,1,7,62.6,69,5,4.6,29.6,Medium,Standard,Modern,High,Hybrid,39.81
498791,High,134,6,Data,High,9,Senior,0,66.2,Standard,Real-time,Low,Moderate,High,1,10,76.2,62,2,6.9,15.0,Medium,Minimal,Current,Unfamiliar,Hybrid,16.25
139084,High,197,8,Data,Low,4,Senior,0,55.0,Minimal,Standard,High,Flexible,High,1,9,71.3,48,0,0.37,6.4,Low,Standard,Legacy,High,Human,28.11
1576,Low,7,1,Web,Low,1,Mid,0,45.2,Standard,Standard,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,59.59
43167,High,124,8,Security,Medium,3,Mid,0,53.3,Comprehensive,Real-time,High,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,33.87
7461,Medium,105,4,Data,Medium,6,Mid,1,82.9,Minimal,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.51
45156,Medium,97,3,Infrastructure,Medium,10,Mid,0,70.5,Comprehensive,High,Low,Flexible,Medium,1,12,60.4,46,4,17.81,28.5,Medium,Poor,Modern,Medium,Hybrid,26.64
8252,Medium,74,6,Infrastructure,Medium,4,Junior,0,76.9,Standard,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.41
7403,Medium,106,5,Web,High,5,Junior,0,70.1,Standard,High,Critical,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,45.92
8552,Low,47,1,Mobile,Critical,11,Senior,1,52.9,Minimal,High,Medium,Flexible,Medium,1,6,54.1,38,2,0.38,7.7,Low,Poor,Legacy,Low,Human,29.47
305440,High,159,8,Data,Critical,16,Mid,0,46.1,Standard,Real-time,Critical,Tight,Medium,1,11,69.3,39,2,0.6,0.6,Low,Standard,Legacy,High,Human,26.99
69109,Medium,119,4,Data,Critical,18,Mid,1,49.8,Standard,Real-time,Medium,Flexible,Medium,1,19,23.6,36,6,1.72,38.7,Critical,Poor,Legacy,Low,Human,13.91
8342,Medium,42,4,Mobile,Critical,7,Senior,0,78.6,Standard,Standard,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,33.74
16765,Medium,89,5,Mobile,Medium,3,Mid,0,75.3,Standard,Standard,High,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,40.37
354113,High,171,9,Security,Low,0,Mid,1,68.0,Standard,Standard,High,Tight,High,1,3,66.5,132,3,3.96,30.2,Medium,Standard,Modern,High,Hybrid,29.12
43326,High,139,10,Web,Medium,4,Senior,0,87.1,Standard,High,High,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,24.45
35632,High,133,6,Data,High,2,Senior,0,86.6,Standard,High,High,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,27.98
9969,Medium,94,6,Data,Medium,7,Junior,1,40.6,Comprehensive,Standard,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,41.39
134859,High,163,5,Data,Critical,13,Architect,1,54.4,Standard,Real-time,High,Tight,Medium,1,18,7.7,433,7,0.18,51.9,Critical,Good,Modern,Medium,Human,3.18
935,Low,34,2,Web,Low,3,Senior,0,37.9,Minimal,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,50.43
2799,Low,42,4,Web,Low,2,Junior,0,38.8,Standard,Standard,Low,Flexible,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,60.36
234008,High,136,3,Data,High,11,Architect,1,52.1,Standard,High,Critical,Flexible,Low,1,11,5.0,226,6,0.45,34.2,Critical,Poor,Modern,Unfamiliar,Human,2.0
49743,Medium,139,7,Data,Low,7,Mid,1,69.3,Minimal,Standard,High,Tight,High,1,5,64.9,43,0,2.69,14.3,Low,Standard,Modern,Medium,Hybrid,37.19
51331,Medium,61,3,Web,Medium,11,Mid,1,35.0,Comprehensive,Standard,High,Tight,High,1,11,79.9,34,3,3.6,15.5,Medium,Minimal,Dated,High,Hybrid,31.9
1655,Low,46,3,Data,Critical,7,Architect,1,48.1,Standard,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,28.45
18256,Medium,89,4,Infrastructure,High,7,Senior,1,71.1,Comprehensive,Standard,Critical,Tight,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,29.96
7785,Medium,57,5,Data,Low,4,Mid,1,64.3,Comprehensive,High,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,37.28
34164,Medium,35,4,Data,High,8,Senior,1,64.0,Standard,High,High,Tight,High,1,7,53.1,105,3,0.18,22.0,Medium,Good,Modern,Medium,Human,26.79
3300,Low,53,1,Web,Low,1,Architect,0,69.0,Minimal,Standard,Low,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,43.7
167314,Medium,100,8,Data,Low,3,Architect,0,23.7,Comprehensive,Standard,Medium,Moderate,High,1,16,24.6,93,8,4.79,43.0,Critical,Poor,Modern,Medium,Hybrid,16.07
16190,High,158,8,Infrastructure,Critical,6,Mid,1,69.6,Standard,High,Low,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,27.6
13341,Medium,95,5,Infrastructure,Critical,7,Mid,1,67.5,Minimal,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,40.37
7765,Medium,125,3,Data,Low,2,Senior,1,84.1,Comprehensive,High,Critical,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,30.89
3493,Low,13,1,Web,High,8,Senior,0,44.1,Standard,Real-time,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.89
2192,Low,60,1,Data,Low,3,Mid,0,46.3,Minimal,High,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,57.03
31054,Medium,58,3,Web,Low,2,Senior,0,61.3,Standard,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,34.54
151251,High,161,4,Web,Medium,9,Senior,0,41.3,Standard,Real-time,Medium,Moderate,High,1,1,69.3,49,2,0.42,16.7,Low,Standard,Modern,Medium,Hybrid,26.41
203499,High,191,10,Infrastructure,High,5,Senior,1,66.8,Standard,Real-time,High,Moderate,Low,1,18,21.7,321,7,0.71,44.1,Critical,Good,Current,Low,Human,11.78
122631,High,135,5,Security,Medium,1,Junior,1,70.9,Standard,Standard,Critical,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,39.55
36019,Low,69,6,Web,Medium,10,Senior,1,67.8,Standard,Standard,Medium,Flexible,Medium,1,6,66.8,22,5,1.74,5.8,Low,Poor,Modern,Low,Hybrid,32.66
47372,Medium,74,10,Data,Medium,3,Architect,1,77.7,Standard,Standard,Low,Flexible,High,1,7,70.5,66,0,0.16,11.9,Low,Minimal,Modern,Medium,Hybrid,19.91
14977,Medium,98,3,Infrastructure,Low,2,Senior,0,92.6,Minimal,High,Low,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,46.43
6258,Low,35,3,Web,Low,3,Junior,1,34.3,Comprehensive,Standard,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,54.61
1657,Low,27,1,Data,Low,0,Junior,1,51.0,Standard,Standard,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,62.68
112099,Medium,128,7,Data,Critical,8,Junior,0,31.4,Minimal,High,Low,Flexible,Medium,1,12,40.9,125,2,4.66,32.5,Medium,Standard,Modern,Medium,Human,40.03
71129,Medium,121,11,Infrastructure,Medium,8,Senior,0,75.5,Standard,Real-time,Critical,Moderate,Medium,1,17,57.9,60,3,0.13,8.0,Medium,Minimal,Dated,Medium,Human,21.66
45829,High,189,8,Data,High,7,Mid,1,80.8,Minimal,High,Medium,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,31.71
16353,Medium,91,4,Web,Medium,6,Junior,0,51.4,Comprehensive,High,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,48.81
8674,Medium,122,6,Data,Medium,3,Senior,1,80.5,Standard,Real-time,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,31.73
46109,High,141,7,Web,Medium,4,Mid,0,67.5,Comprehensive,Standard,Medium,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,43.06
8132,Medium,127,4,Data,Low,1,Senior,0,84.1,Standard,High,High,Flexible,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,33.9
2176,Low,37,3,Security,Low,3,Junior,0,64.7,Standard,Real-time,High,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,AI,60.21
57880,Medium,72,5,Infrastructure,Medium,7,Senior,0,34.4,Comprehensive,Real-time,High,Flexible,High,1,1,64.2,23,0,0.96,7.8,Low,Poor,Current,Medium,Hybrid,28.03
106168,Medium,112,4,Infrastructure,Medium,9,Architect,0,77.0,Comprehensive,Standard,High,Tight,Low,1,15,48.1,144,4,2.5,23.7,Medium,Minimal,Legacy,High,Human,22.96
111885,High,162,11,Web,Medium,7,Mid,1,69.1,Standard,Real-time,Low,Tight,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,34.96
31481,Medium,74,4,Data,High,6,Senior,1,61.4,Standard,Real-time,Medium,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,32.22
2449,Low,20,1,Mobile,High,4,Mid,0,46.7,Comprehensive,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,49.87
294648,High,183,4,Data,Low,6,Architect,1,63.6,Minimal,Standard,Medium,Flexible,Medium,1,14,30.7,102,6,14.47,21.6,High,Minimal,Legacy,High,Human,11.23
17516,Low,14,1,Web,High,5,Mid,0,40.6,Standard,High,High,Moderate,High,1,3,47.6,113,6,9.91,9.1,Medium,Minimal,Modern,Medium,Human,37.75
98459,High,173,9,Infrastructure,Critical,11,Senior,1,29.9,Minimal,Standard,Critical,Flexible,Medium,1,9,70.8,84,2,9.64,43.2,High,Poor,Current,Unfamiliar,Human,5.06
11238,Medium,101,4,Security,High,5,Senior,0,67.1,Comprehensive,Real-time,Medium,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,32.41
348824,High,124,10,Data,Medium,4,Architect,0,79.5,Minimal,Standard,High,Tight,High,1,13,5.0,134,6,8.08,34.7,Critical,Poor,Modern,High,Human,9.95
500000,High,141,6,Security,Critical,14,Junior,1,80.3,Standard,High,Medium,Moderate,Medium,1,1,65.7,54,0,3.42,8.6,Low,Poor,Current,High,Human,32.71
49970,High,160,7,Web,Low,0,Mid,0,98.0,Comprehensive,Real-time,Low,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,36.56
116690,High,134,6,Data,Medium,8,Architect,0,13.4,Standard,High,Low,Tight,Medium,1,12,54.7,166,9,3.26,48.8,Critical,Minimal,Current,Medium,Human,14.11
43028,High,169,9,Data,High,7,Mid,1,60.5,Comprehensive,Real-time,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,25.92
9465,Medium,76,4,Security,Medium,5,Junior,1,68.8,Minimal,High,Low,Tight,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,52.85
103625,High,188,8,Security,Low,2,Senior,1,98.0,Standard,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,25.1
19199,Medium,103,2,Security,Critical,9,Mid,1,64.3,Minimal,High,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,39.9
4008,Medium,97,3,Web,Low,2,Mid,0,87.5,Comprehensive,Standard,Medium,Flexible,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,44.92
46568,Medium,87,6,Web,Low,4,Senior,0,43.3,Minimal,Real-time,Critical,Flexible,Medium,1,10,42.6,107,0,2.91,23.2,Medium,Minimal,Dated,Medium,Human,24.66
122520,High,166,10,Infrastructure,Low,10,Senior,0,28.0,Minimal,Real-time,Medium,Tight,High,1,16,73.2,49,6,0.11,24.7,High,Standard,Legacy,High,Human,22.71
12391,Medium,127,3,Data,High,6,Senior,1,56.6,Comprehensive,High,Medium,Moderate,Medium,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,33.92
13388,Low,66,6,Security,High,12,Senior,0,24.6,Comprehensive,Real-time,Medium,Moderate,Low,1,8,37.2,72,4,4.11,26.6,Medium,Standard,Dated,High,Hybrid,32.21
68659,Medium,150,4,Infrastructure,High,9,Junior,1,35.4,Standard,High,Medium,Tight,High,1,6,47.7,32,6,3.08,15.7,Medium,Standard,Current,Low,Human,39.66
215871,High,160,10,Security,High,12,Senior,1,49.9,Minimal,High,Critical,Moderate,Low,1,5,85.0,115,5,0.95,35.1,Medium,Poor,Modern,High,Human,17.62
277481,High,195,10,Security,Medium,11,Senior,1,33.4,Standard,High,Critical,Moderate,Medium,1,9,5.0,500,7,2.17,37.1,High,Standard,Modern,Medium,Human,12.45
80813,Medium,142,6,Data,Medium,7,Mid,1,41.9,Standard,Standard,Critical,Tight,High,1,17,25.0,42,6,5.33,46.3,Critical,Standard,Current,Low,Human,24.66
620,Low,8,2,Data,Low,5,Mid,1,64.9,Minimal,High,Low,Moderate,Low,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,55.6
9798,Medium,51,4,Data,Low,2,Senior,1,73.7,Minimal,Real-time,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,36.08
2910,Low,33,2,Data,Low,0,Junior,1,45.4,Standard,High,High,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Hybrid,57.18
12143,Medium,112,3,Infrastructure,High,5,Senior,1,80.6,Comprehensive,Standard,Medium,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,30.25
16905,Low,80,2,Security,Medium,10,Senior,1,44.9,Standard,High,Medium,Tight,High,1,6,70.3,61,3,10.69,20.5,Medium,Good,Dated,Medium,Hybrid,32.29
41428,Medium,112,5,Data,Critical,10,Architect,1,21.4,Comprehensive,High,Medium,Flexible,High,1,9,47.0,24,1,3.99,0.2,Low,Poor,Legacy,Medium,Human,12.88
20517,Low,29,3,Security,Critical,7,Mid,1,44.9,Minimal,High,High,Tight,High,1,14,39.1,70,4,2.76,35.7,High,Minimal,Dated,Medium,Human,33.85
13877,Low,78,5,Web,Critical,16,Senior,1,43.8,Standard,High,High,Moderate,Low,1,20,37.6,421,6,7.87,46.3,Critical,Minimal,Dated,Medium,Human,18.25
1969,Low,25,1,Data,Critical,7,Junior,1,62.6,Standard,High,Low,Moderate,High,0,0,0.0,0,0,0.0,0.0,Low,Poor,Current,High,Human,51.49
452689,High,170,5,Web,High,10,Mid,1,75.3,Minimal,Standard,Critical,Moderate,Medium,1,1,63.8,68,4,5.52,5.1,Low,Poor,Current,Low,Human,29.43
